@google-cloud/storage	@size-limit/preset-small-lib	@strictsoftware/typedoc-plugin-monorepo	@types/chai	@types/jest	@types/mocha	@types/node	@types/sinon	chai	codecov	jest	karma-browserstack-launcher	karma-firefox-launcher	lerna	mocha	npm-run-all	prettier	replace-in-file	rimraf	sinon	size-limit	ts-jest	typedoc	typescript	Reason
2.5.0	4.6.0	0.3.1	4.1.5	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_00_28_318Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.2	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_03_05_778Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.7	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_05_44_556Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.11	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_08_24_209Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.2.0	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_11_00_987Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.3	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_13_41_683Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.5	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_16_19_224Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.2	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_18_59_066Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.0	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_21_37_721Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.9	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_24_25_785Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.7	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_27_03_778Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.1.2	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_29_43_545Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.10	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_32_22_570Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.12	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_35_02_177Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.1	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_37_43_381Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.4	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_40_28_298Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.5.7	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_43_11_804Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.5.2	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_45_55_984Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.0.25	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_48_38_239Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.4	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_51_18_471Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.5.1	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_54_04_950Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.15	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_56_47_953Z-debug.log</ br>
