@google-cloud/storage	@size-limit/preset-small-lib	@strictsoftware/typedoc-plugin-monorepo	@types/chai	@types/jest	@types/mocha	@types/node	@types/sinon	chai	codecov	jest	karma-browserstack-launcher	karma-firefox-launcher	lerna	mocha	npm-run-all	prettier	replace-in-file	rimraf	sinon	size-limit	ts-jest	typedoc	typescript	Reason
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.13	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T10_59_31_560Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.6.5	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_02_15_180Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.1.7	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_04_55_725Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.1.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_07_42_796Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.22	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_10_22_224Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.4.2	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_13_08_914Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.6	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_15_47_999Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.8	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_18_28_177Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.8	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_21_06_096Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.1.6	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_23_47_955Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.1.3	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_26_27_654Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.7	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_29_10_494Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.0.13	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_31_50_630Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.2	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_34_30_826Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.13	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_37_10_069Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.0	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_39_48_793Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.0.11	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_42_30_060Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_45_11_032Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.3.2	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_47_53_174Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.14	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_50_32_038Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.15.23	7.5.2	4.2.0	3.7.2	24.8.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_53_14_755Z-debug.log</ br>
2.5.0	4.6.0	0.3.1	4.2.12	24.9.1	5.2.7	11.13.21	7.5.2	4.2.0	3.7.2	24.9.0	1.6.0	1.3.0	3.13.4	6.2.3	4.1.5	1.19.0	4.3.1	2.7.1	7.5.0	4.6.0	24.3.0	0.18.0	3.7.5	</ br>> @0.0.0 build C:\Mahir\VT\Research\npm-package-coupling\sources\dataset\raven</ br>> node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build</ br></ br>lerna notice cli v3.13.4</ br>lerna info Executing command in 15 packages: "yarn run build"</ br>@sentry/types: 'yarn' is not recognized as an internal or external command,</ br>@sentry/types: operable program or batch file.</ br>lerna ERR! yarn run build exited 2 in '@sentry/types'</ br>npm ERR! code ELIFECYCLE</ br>npm ERR! errno 2</ br>npm ERR! @0.0.0 build: `node ./scripts/verify-packages-versions.js && lerna run --stream --concurrency 1 --sort build`</ br>npm ERR! Exit status 2</ br>npm ERR! </ br>npm ERR! Failed at the @0.0.0 build script.</ br>npm ERR! This is probably not a problem with npm. There is likely additional logging output above.</ br></ br>npm ERR! A complete log of this run can be found in:</ br>npm ERR!     C:\Users\asefk\AppData\Roaming\npm-cache\_logs\2020-09-11T11_55_54_113Z-debug.log</ br>
